PlayerID,Date,Position,Metric,Value,Time,Impact Load Total (L+R),Average Intensity (L and R)
9,2023-10-25,Forward,Eccentric Braking RFD / BM [N/s/kg] ,96.0,Pre,72515.8,10.64
10,2023-09-19,Guard,Eccentric Braking RFD / BM [N/s/kg] ,55.0,Pre,95542.01,11.71
10,2023-09-20,Guard,Eccentric Braking RFD / BM [N/s/kg] ,51.0,Pre,79973.75,11.82
10,2023-09-26,Guard,Eccentric Braking RFD / BM [N/s/kg] ,42.0,Pre,82329.05,11.96
10,2023-09-27,Guard,Eccentric Braking RFD / BM [N/s/kg] ,52.0,Pre,92973.26,14.45
10,2023-10-03,Guard,Eccentric Braking RFD / BM [N/s/kg] ,53.0,Pre,98554.06,13.85
10,2023-10-04,Guard,Eccentric Braking RFD / BM [N/s/kg] ,45.0,Pre,34248.69,11.14
10,2023-10-17,Guard,Eccentric Braking RFD / BM [N/s/kg] ,44.0,Pre,113702.59,13.24
10,2023-10-18,Guard,Eccentric Braking RFD / BM [N/s/kg] ,38.0,Pre,108491.67,12.6
11,2023-09-19,Forward,Eccentric Braking RFD / BM [N/s/kg] ,46.0,Pre,136593.97,16.05
11,2023-09-20,Forward,Eccentric Braking RFD / BM [N/s/kg] ,53.0,Pre,124365.7,17.13
11,2023-09-27,Forward,Eccentric Braking RFD / BM [N/s/kg] ,53.0,Pre,121885.49,17.94
11,2023-10-03,Forward,Eccentric Braking RFD / BM [N/s/kg] ,49.0,Pre,117144.51,16.45
11,2023-10-04,Forward,Eccentric Braking RFD / BM [N/s/kg] ,77.0,Pre,57890.61,17.02
11,2023-10-24,Forward,Eccentric Braking RFD / BM [N/s/kg] ,50.0,Pre,126523.57,15.93
11,2023-10-25,Forward,Eccentric Braking RFD / BM [N/s/kg] ,47.0,Pre,141230.53,16.41
12,2023-09-19,Guard,Eccentric Braking RFD / BM [N/s/kg] ,94.0,Pre,72445.34,11.36
12,2023-09-20,Guard,Eccentric Braking RFD / BM [N/s/kg] ,82.0,Pre,65962.58,12.88
12,2023-09-26,Guard,Eccentric Braking RFD / BM [N/s/kg] ,82.0,Pre,42460.06,9.97
12,2023-09-27,Guard,Eccentric Braking RFD / BM [N/s/kg] ,106.0,Pre,64969.01,13.73
12,2023-10-03,Guard,Eccentric Braking RFD / BM [N/s/kg] ,128.0,Pre,72397.1,12.13
12,2023-10-04,Guard,Eccentric Braking RFD / BM [N/s/kg] ,82.0,Pre,52053.77,12.59
12,2023-10-10,Guard,Eccentric Braking RFD / BM [N/s/kg] ,92.0,Pre,76335.44,10.91
12,2023-10-17,Guard,Eccentric Braking RFD / BM [N/s/kg] ,71.0,Pre,82330.8,10.04
12,2023-10-18,Guard,Eccentric Braking RFD / BM [N/s/kg] ,78.0,Pre,120182.24,14.29
12,2023-10-24,Guard,Eccentric Braking RFD / BM [N/s/kg] ,91.0,Pre,93316.73,14.02
13,2023-09-19,Forward,Eccentric Braking RFD / BM [N/s/kg] ,58.0,Pre,90116.81,11.79
13,2023-10-04,Forward,Eccentric Braking RFD / BM [N/s/kg] ,84.0,Pre,42962.39,10.96
13,2023-10-10,Forward,Eccentric Braking RFD / BM [N/s/kg] ,77.0,Pre,77502.36,10.41
13,2023-10-11,Forward,Eccentric Braking RFD / BM [N/s/kg] ,54.0,Pre,64675.74,10.99
13,2023-10-17,Forward,Eccentric Braking RFD / BM [N/s/kg] ,62.0,Pre,101206.69,10.84
13,2023-10-24,Forward,Eccentric Braking RFD / BM [N/s/kg] ,64.0,Pre,87781.32,12.13
14,2023-09-19,Forward,Eccentric Braking RFD / BM [N/s/kg] ,64.0,Pre,100571.84,13.13
14,2023-09-20,Forward,Eccentric Braking RFD / BM [N/s/kg] ,55.0,Pre,123808.85,19.66
14,2023-09-26,Forward,Eccentric Braking RFD / BM [N/s/kg] ,66.0,Pre,62430.89,11.08
14,2023-09-27,Forward,Eccentric Braking RFD / BM [N/s/kg] ,50.0,Pre,47710.88,11.17
14,2023-10-03,Forward,Eccentric Braking RFD / BM [N/s/kg] ,63.0,Pre,64007.05,10.69
14,2023-10-04,Forward,Eccentric Braking RFD / BM [N/s/kg] ,41.0,Pre,37031.31,11.18
1,2023-09-19,Forward,Eccentric Braking Impulse [N s] ,65.5,Pre,112136.34,13.64
2,2023-09-19,Guard,Eccentric Braking Impulse [N s] ,39.3,Pre,46356.17,9.99
2,2023-09-26,Guard,Eccentric Braking Impulse [N s] ,34.5,Pre,31049.4,8.88
2,2023-09-27,Guard,Eccentric Braking Impulse [N s] ,33.8,Pre,54405.41,9.35
2,2023-10-03,Guard,Eccentric Braking Impulse [N s] ,39.0,Pre,73150.02,10.6
2,2023-10-04,Guard,Eccentric Braking Impulse [N s] ,35.6,Pre,45080.46,10.16
2,2023-10-10,Guard,Eccentric Braking Impulse [N s] ,29.0,Pre,67694.93,9.55
2,2023-10-11,Guard,Eccentric Braking Impulse [N s] ,31.3,Pre,60081.43,9.79
2,2023-10-17,Guard,Eccentric Braking Impulse [N s] ,31.1,Pre,50983.77,8.24
2,2023-10-24,Guard,Eccentric Braking Impulse [N s] ,48.8,Pre,38928.57,9.07
2,2023-10-25,Guard,Eccentric Braking Impulse [N s] ,33.9,Pre,74977.08,9.86
3,2023-09-19,Guard,Eccentric Braking Impulse [N s] ,48.0,Pre,87054.47,10.68
3,2023-09-20,Guard,Eccentric Braking Impulse [N s] ,49.5,Pre,107436.27,13.42
3,2023-10-03,Guard,Eccentric Braking Impulse [N s] ,47.0,Pre,73721.01,11.74
3,2023-10-04,Guard,Eccentric Braking Impulse [N s] ,45.0,Pre,27914.51,11.15
3,2023-10-11,Guard,Eccentric Braking Impulse [N s] ,47.1,Pre,85774.68,13.3
3,2023-10-24,Guard,Eccentric Braking Impulse [N s] ,45.3,Pre,76998.36,11.23
3,2023-10-25,Guard,Eccentric Braking Impulse [N s] ,46.4,Pre,107156.66,11.02
4,2023-09-19,Guard,Eccentric Braking Impulse [N s] ,52.5,Pre,93208.1,10.99
4,2023-09-20,Guard,Eccentric Braking Impulse [N s] ,54.0,Pre,85338.12,11.64
4,2023-09-26,Guard,Eccentric Braking Impulse [N s] ,38.2,Pre,54838.23,8.91
4,2023-09-27,Guard,Eccentric Braking Impulse [N s] ,39.7,Pre,78690.65,11.59
4,2023-10-03,Guard,Eccentric Braking Impulse [N s] ,40.8,Pre,71888.98,10.52
4,2023-10-04,Guard,Eccentric Braking Impulse [N s] ,42.8,Pre,38846.48,9.82
4,2023-10-10,Guard,Eccentric Braking Impulse [N s] ,44.9,Pre,79502.21,9.81
4,2023-10-11,Guard,Eccentric Braking Impulse [N s] ,41.9,Pre,68366.25,10.86
4,2023-10-17,Guard,Eccentric Braking Impulse [N s] ,43.7,Pre,101742.39,11.25
4,2023-10-24,Guard,Eccentric Braking Impulse [N s] ,50.0,Pre,68779.05,10.52
4,2023-10-25,Guard,Eccentric Braking Impulse [N s] ,46.7,Pre,70079.67,11.18
5,2023-09-19,Guard,Eccentric Braking Impulse [N s] ,69.1,Pre,86994.32,11.06
5,2023-09-20,Guard,Eccentric Braking Impulse [N s] ,69.1,Pre,91442.2,11.42
5,2023-09-26,Guard,Eccentric Braking Impulse [N s] ,67.1,Pre,76557.51,10.92
5,2023-09-27,Guard,Eccentric Braking Impulse [N s] ,59.7,Pre,50722.47,9.81
5,2023-10-04,Guard,Eccentric Braking Impulse [N s] ,65.4,Pre,30279.87,9.78
5,2023-10-10,Guard,Eccentric Braking Impulse [N s] ,56.3,Pre,92843.53,10.81
5,2023-10-24,Guard,Eccentric Braking Impulse [N s] ,77.9,Pre,88391.27,10.24
5,2023-10-25,Guard,Eccentric Braking Impulse [N s] ,70.2,Pre,99217.84,9.5
6,2023-09-19,Guard,Eccentric Braking Impulse [N s] ,53.3,Pre,91082.64,11.51
6,2023-09-20,Guard,Eccentric Braking Impulse [N s] ,59.3,Pre,120083.71,13.67
6,2023-09-26,Guard,Eccentric Braking Impulse [N s] ,55.8,Pre,71023.84,11.45
6,2023-09-27,Guard,Eccentric Braking Impulse [N s] ,56.0,Pre,78355.9,13.51
6,2023-10-03,Guard,Eccentric Braking Impulse [N s] ,52.2,Pre,52184.81,13.09
6,2023-10-04,Guard,Eccentric Braking Impulse [N s] ,61.6,Pre,31839.16,12.18
6,2023-10-10,Guard,Eccentric Braking Impulse [N s] ,55.3,Pre,94906.43,12.22
6,2023-10-11,Guard,Eccentric Braking Impulse [N s] ,54.1,Pre,86797.15,14.75
6,2023-10-25,Guard,Eccentric Braking Impulse [N s] ,53.5,Pre,135144.47,17.92
7,2023-09-19,Guard,Eccentric Braking Impulse [N s] ,50.0,Pre,85400.92,11.8
7,2023-09-27,Guard,Eccentric Braking Impulse [N s] ,47.2,Pre,30938.41,9.28
7,2023-10-04,Guard,Eccentric Braking Impulse [N s] ,60.0,Pre,27896.7,9.41
7,2023-10-11,Guard,Eccentric Braking Impulse [N s] ,55.4,Pre,74260.73,12.09
7,2023-10-18,Guard,Eccentric Braking Impulse [N s] ,57.3,Pre,103427.28,11.93
7,2023-10-24,Guard,Eccentric Braking Impulse [N s] ,51.5,Pre,92105.03,11.52
8,2023-09-19,Guard,Eccentric Braking Impulse [N s] ,38.7,Pre,131772.22,17.38
8,2023-09-20,Guard,Eccentric Braking Impulse [N s] ,35.8,Pre,112203.27,15.49
9,2023-09-19,Forward,Eccentric Braking Impulse [N s] ,73.4,Pre,90657.98,11.65
9,2023-09-27,Forward,Eccentric Braking Impulse [N s] ,94.2,Pre,93806.72,14.92
9,2023-10-03,Forward,Eccentric Braking Impulse [N s] ,92.5,Pre,100562.37,14.25
9,2023-10-04,Forward,Eccentric Braking Impulse [N s] ,66.7,Pre,40753.63,11.41
9,2023-10-17,Forward,Eccentric Braking Impulse [N s] ,82.1,Pre,128694.6,14.22
9,2023-10-18,Forward,Eccentric Braking Impulse [N s] ,73.7,Pre,139110.55,15.72
9,2023-10-18,Forward,Eccentric Braking Impulse [N s] ,73.7,Pre,139110.55,15.72
9,2023-10-25,Forward,Eccentric Braking Impulse [N s] ,68.0,Pre,72515.8,10.64
10,2023-09-19,Guard,Eccentric Braking Impulse [N s] ,53.0,Pre,95542.01,11.71
10,2023-09-20,Guard,Eccentric Braking Impulse [N s] ,50.8,Pre,79973.75,11.82
10,2023-09-26,Guard,Eccentric Braking Impulse [N s] ,42.4,Pre,82329.05,11.96
10,2023-09-27,Guard,Eccentric Braking Impulse [N s] ,51.5,Pre,92973.26,14.45
10,2023-10-03,Guard,Eccentric Braking Impulse [N s] ,51.6,Pre,98554.06,13.85
10,2023-10-04,Guard,Eccentric Braking Impulse [N s] ,41.8,Pre,34248.69,11.14
10,2023-10-17,Guard,Eccentric Braking Impulse [N s] ,44.0,Pre,113702.59,13.24
10,2023-10-18,Guard,Eccentric Braking Impulse [N s] ,39.1,Pre,108491.67,12.6
11,2023-09-19,Forward,Eccentric Braking Impulse [N s] ,54.8,Pre,136593.97,16.05
11,2023-09-20,Forward,Eccentric Braking Impulse [N s] ,64.5,Pre,124365.7,17.13
11,2023-09-27,Forward,Eccentric Braking Impulse [N s] ,58.4,Pre,121885.49,17.94
11,2023-10-03,Forward,Eccentric Braking Impulse [N s] ,74.6,Pre,117144.51,16.45
11,2023-10-04,Forward,Eccentric Braking Impulse [N s] ,69.9,Pre,57890.61,17.02
11,2023-10-24,Forward,Eccentric Braking Impulse [N s] ,68.2,Pre,126523.57,15.93
11,2023-10-25,Forward,Eccentric Braking Impulse [N s] ,64.9,Pre,141230.53,16.41
12,2023-09-19,Guard,Eccentric Braking Impulse [N s] ,47.5,Pre,72445.34,11.36
12,2023-09-20,Guard,Eccentric Braking Impulse [N s] ,42.1,Pre,65962.58,12.88
12,2023-09-26,Guard,Eccentric Braking Impulse [N s] ,40.4,Pre,42460.06,9.97
12,2023-09-27,Guard,Eccentric Braking Impulse [N s] ,43.2,Pre,64969.01,13.73
12,2023-10-03,Guard,Eccentric Braking Impulse [N s] ,51.0,Pre,72397.1,12.13
12,2023-10-04,Guard,Eccentric Braking Impulse [N s] ,36.4,Pre,52053.77,12.59
12,2023-10-10,Guard,Eccentric Braking Impulse [N s] ,45.3,Pre,76335.44,10.91
12,2023-10-17,Guard,Eccentric Braking Impulse [N s] ,41.6,Pre,82330.8,10.04
12,2023-10-18,Guard,Eccentric Braking Impulse [N s] ,42.6,Pre,120182.24,14.29
12,2023-10-24,Guard,Eccentric Braking Impulse [N s] ,51.7,Pre,93316.73,14.02
13,2023-09-19,Forward,Eccentric Braking Impulse [N s] ,79.8,Pre,90116.81,11.79
13,2023-10-04,Forward,Eccentric Braking Impulse [N s] ,92.7,Pre,42962.39,10.96
13,2023-10-10,Forward,Eccentric Braking Impulse [N s] ,100.2,Pre,77502.36,10.41
13,2023-10-11,Forward,Eccentric Braking Impulse [N s] ,85.7,Pre,64675.74,10.99
13,2023-10-17,Forward,Eccentric Braking Impulse [N s] ,89.3,Pre,101206.69,10.84
13,2023-10-24,Forward,Eccentric Braking Impulse [N s] ,80.2,Pre,87781.32,12.13
14,2023-09-19,Forward,Eccentric Braking Impulse [N s] ,74.6,Pre,100571.84,13.13
14,2023-09-20,Forward,Eccentric Braking Impulse [N s] ,69.5,Pre,123808.85,19.66
14,2023-09-26,Forward,Eccentric Braking Impulse [N s] ,67.4,Pre,62430.89,11.08
14,2023-09-27,Forward,Eccentric Braking Impulse [N s] ,64.1,Pre,47710.88,11.17
14,2023-10-03,Forward,Eccentric Braking Impulse [N s] ,66.9,Pre,64007.05,10.69
14,2023-10-04,Forward,Eccentric Braking Impulse [N s] ,53.7,Pre,37031.31,11.18
1,2023-09-19,Forward,Force at Zero Velocity / BM [N/kg] ,22.85,Pre,112136.34,13.64
2,2023-09-19,Guard,Force at Zero Velocity / BM [N/kg] ,23.46,Pre,46356.17,9.99
2,2023-09-26,Guard,Force at Zero Velocity / BM [N/kg] ,20.38,Pre,31049.4,8.88
2,2023-09-27,Guard,Force at Zero Velocity / BM [N/kg] ,19.39,Pre,54405.41,9.35
2,2023-10-03,Guard,Force at Zero Velocity / BM [N/kg] ,19.43,Pre,73150.02,10.6
2,2023-10-04,Guard,Force at Zero Velocity / BM [N/kg] ,22.16,Pre,45080.46,10.16
2,2023-10-10,Guard,Force at Zero Velocity / BM [N/kg] ,21.22,Pre,67694.93,9.55
2,2023-10-11,Guard,Force at Zero Velocity / BM [N/kg] ,20.7,Pre,60081.43,9.79
2,2023-10-17,Guard,Force at Zero Velocity / BM [N/kg] ,21.72,Pre,50983.77,8.24
2,2023-10-24,Guard,Force at Zero Velocity / BM [N/kg] ,21.95,Pre,38928.57,9.07
2,2023-10-25,Guard,Force at Zero Velocity / BM [N/kg] ,19.73,Pre,74977.08,9.86
3,2023-09-19,Guard,Force at Zero Velocity / BM [N/kg] ,22.61,Pre,87054.47,10.68
3,2023-09-20,Guard,Force at Zero Velocity / BM [N/kg] ,21.85,Pre,107436.27,13.42
3,2023-10-03,Guard,Force at Zero Velocity / BM [N/kg] ,21.15,Pre,73721.01,11.74
3,2023-10-04,Guard,Force at Zero Velocity / BM [N/kg] ,21.74,Pre,27914.51,11.15
3,2023-10-11,Guard,Force at Zero Velocity / BM [N/kg] ,22.37,Pre,85774.68,13.3
3,2023-10-24,Guard,Force at Zero Velocity / BM [N/kg] ,23.59,Pre,76998.36,11.23
3,2023-10-25,Guard,Force at Zero Velocity / BM [N/kg] ,23.27,Pre,107156.66,11.02
4,2023-09-19,Guard,Force at Zero Velocity / BM [N/kg] ,25.72,Pre,93208.1,10.99
4,2023-09-20,Guard,Force at Zero Velocity / BM [N/kg] ,26.53,Pre,85338.12,11.64
4,2023-09-26,Guard,Force at Zero Velocity / BM [N/kg] ,22.08,Pre,54838.23,8.91
4,2023-09-27,Guard,Force at Zero Velocity / BM [N/kg] ,22.22,Pre,78690.65,11.59
4,2023-10-03,Guard,Force at Zero Velocity / BM [N/kg] ,23.1,Pre,71888.98,10.52
4,2023-10-04,Guard,Force at Zero Velocity / BM [N/kg] ,25.92,Pre,38846.48,9.82
4,2023-10-10,Guard,Force at Zero Velocity / BM [N/kg] ,26.27,Pre,79502.21,9.81
4,2023-10-11,Guard,Force at Zero Velocity / BM [N/kg] ,25.32,Pre,68366.25,10.86
4,2023-10-17,Guard,Force at Zero Velocity / BM [N/kg] ,24.54,Pre,101742.39,11.25
4,2023-10-24,Guard,Force at Zero Velocity / BM [N/kg] ,27.24,Pre,68779.05,10.52
4,2023-10-25,Guard,Force at Zero Velocity / BM [N/kg] ,26.34,Pre,70079.67,11.18
5,2023-09-19,Guard,Force at Zero Velocity / BM [N/kg] ,22.25,Pre,86994.32,11.06
5,2023-09-20,Guard,Force at Zero Velocity / BM [N/kg] ,21.75,Pre,91442.2,11.42
5,2023-09-26,Guard,Force at Zero Velocity / BM [N/kg] ,21.83,Pre,76557.51,10.92
5,2023-09-27,Guard,Force at Zero Velocity / BM [N/kg] ,21.57,Pre,50722.47,9.81
5,2023-10-04,Guard,Force at Zero Velocity / BM [N/kg] ,21.93,Pre,30279.87,9.78
5,2023-10-10,Guard,Force at Zero Velocity / BM [N/kg] ,19.82,Pre,92843.53,10.81
5,2023-10-24,Guard,Force at Zero Velocity / BM [N/kg] ,23.6,Pre,88391.27,10.24
5,2023-10-25,Guard,Force at Zero Velocity / BM [N/kg] ,23.53,Pre,99217.84,9.5
6,2023-09-19,Guard,Force at Zero Velocity / BM [N/kg] ,22.47,Pre,91082.64,11.51
6,2023-09-20,Guard,Force at Zero Velocity / BM [N/kg] ,24.7,Pre,120083.71,13.67
6,2023-09-26,Guard,Force at Zero Velocity / BM [N/kg] ,21.55,Pre,71023.84,11.45
6,2023-09-27,Guard,Force at Zero Velocity / BM [N/kg] ,20.2,Pre,78355.9,13.51
6,2023-10-03,Guard,Force at Zero Velocity / BM [N/kg] ,20.43,Pre,52184.81,13.09
6,2023-10-04,Guard,Force at Zero Velocity / BM [N/kg] ,22.01,Pre,31839.16,12.18
6,2023-10-10,Guard,Force at Zero Velocity / BM [N/kg] ,19.46,Pre,94906.43,12.22
6,2023-10-11,Guard,Force at Zero Velocity / BM [N/kg] ,19.7,Pre,86797.15,14.75
6,2023-10-25,Guard,Force at Zero Velocity / BM [N/kg] ,20.76,Pre,135144.47,17.92
7,2023-09-19,Guard,Force at Zero Velocity / BM [N/kg] ,23.37,Pre,85400.92,11.8
7,2023-09-27,Guard,Force at Zero Velocity / BM [N/kg] ,21.35,Pre,30938.41,9.28
7,2023-10-04,Guard,Force at Zero Velocity / BM [N/kg] ,20.49,Pre,27896.7,9.41
7,2023-10-11,Guard,Force at Zero Velocity / BM [N/kg] ,21.99,Pre,74260.73,12.09
7,2023-10-18,Guard,Force at Zero Velocity / BM [N/kg] ,19.79,Pre,103427.28,11.93
7,2023-10-24,Guard,Force at Zero Velocity / BM [N/kg] ,23.59,Pre,92105.03,11.52
8,2023-09-19,Guard,Force at Zero Velocity / BM [N/kg] ,21.2,Pre,131772.22,17.38
8,2023-09-20,Guard,Force at Zero Velocity / BM [N/kg] ,19.32,Pre,112203.27,15.49
9,2023-09-19,Forward,Force at Zero Velocity / BM [N/kg] ,22.96,Pre,90657.98,11.65
9,2023-09-27,Forward,Force at Zero Velocity / BM [N/kg] ,23.86,Pre,93806.72,14.92
9,2023-10-03,Forward,Force at Zero Velocity / BM [N/kg] ,23.28,Pre,100562.37,14.25
9,2023-10-04,Forward,Force at Zero Velocity / BM [N/kg] ,22.48,Pre,40753.63,11.41
9,2023-10-17,Forward,Force at Zero Velocity / BM [N/kg] ,22.83,Pre,128694.6,14.22
9,2023-10-18,Forward,Force at Zero Velocity / BM [N/kg] ,22.21,Pre,139110.55,15.72
9,2023-10-18,Forward,Force at Zero Velocity / BM [N/kg] ,22.21,Pre,139110.55,15.72
9,2023-10-25,Forward,Force at Zero Velocity / BM [N/kg] ,24.22,Pre,72515.8,10.64
10,2023-09-19,Guard,Force at Zero Velocity / BM [N/kg] ,20.2,Pre,95542.01,11.71
10,2023-09-20,Guard,Force at Zero Velocity / BM [N/kg] ,20.91,Pre,79973.75,11.82
10,2023-09-26,Guard,Force at Zero Velocity / BM [N/kg] ,17.94,Pre,82329.05,11.96
10,2023-09-27,Guard,Force at Zero Velocity / BM [N/kg] ,20.65,Pre,92973.26,14.45
10,2023-10-03,Guard,Force at Zero Velocity / BM [N/kg] ,19.88,Pre,98554.06,13.85
10,2023-10-04,Guard,Force at Zero Velocity / BM [N/kg] ,18.64,Pre,34248.69,11.14
10,2023-10-17,Guard,Force at Zero Velocity / BM [N/kg] ,19.02,Pre,113702.59,13.24
10,2023-10-18,Guard,Force at Zero Velocity / BM [N/kg] ,18.65,Pre,108491.67,12.6
11,2023-09-19,Forward,Force at Zero Velocity / BM [N/kg] ,21.06,Pre,136593.97,16.05
11,2023-09-20,Forward,Force at Zero Velocity / BM [N/kg] ,21.09,Pre,124365.7,17.13
11,2023-09-27,Forward,Force at Zero Velocity / BM [N/kg] ,20.69,Pre,121885.49,17.94
11,2023-10-03,Forward,Force at Zero Velocity / BM [N/kg] ,20.76,Pre,117144.51,16.45
11,2023-10-04,Forward,Force at Zero Velocity / BM [N/kg] ,26.29,Pre,57890.61,17.02
11,2023-10-24,Forward,Force at Zero Velocity / BM [N/kg] ,20.38,Pre,126523.57,15.93
11,2023-10-25,Forward,Force at Zero Velocity / BM [N/kg] ,20.05,Pre,141230.53,16.41
12,2023-09-19,Guard,Force at Zero Velocity / BM [N/kg] ,24.53,Pre,72445.34,11.36
12,2023-09-20,Guard,Force at Zero Velocity / BM [N/kg] ,23.95,Pre,65962.58,12.88
12,2023-09-26,Guard,Force at Zero Velocity / BM [N/kg] ,24.33,Pre,42460.06,9.97
12,2023-09-27,Guard,Force at Zero Velocity / BM [N/kg] ,26.69,Pre,64969.01,13.73
12,2023-10-03,Guard,Force at Zero Velocity / BM [N/kg] ,28.53,Pre,72397.1,12.13
12,2023-10-04,Guard,Force at Zero Velocity / BM [N/kg] ,25.41,Pre,52053.77,12.59
12,2023-10-10,Guard,Force at Zero Velocity / BM [N/kg] ,26.17,Pre,76335.44,10.91
12,2023-10-17,Guard,Force at Zero Velocity / BM [N/kg] ,23.32,Pre,82330.8,10.04
12,2023-10-18,Guard,Force at Zero Velocity / BM [N/kg] ,24.3,Pre,120182.24,14.29
12,2023-10-24,Guard,Force at Zero Velocity / BM [N/kg] ,24.53,Pre,93316.73,14.02
13,2023-09-19,Forward,Force at Zero Velocity / BM [N/kg] ,21.61,Pre,90116.81,11.79
13,2023-10-04,Forward,Force at Zero Velocity / BM [N/kg] ,25.13,Pre,42962.39,10.96
13,2023-10-10,Forward,Force at Zero Velocity / BM [N/kg] ,23.93,Pre,77502.36,10.41
13,2023-10-11,Forward,Force at Zero Velocity / BM [N/kg] ,20.72,Pre,64675.74,10.99
13,2023-10-17,Forward,Force at Zero Velocity / BM [N/kg] ,20.93,Pre,101206.69,10.84
13,2023-10-24,Forward,Force at Zero Velocity / BM [N/kg] ,22.22,Pre,87781.32,12.13
14,2023-09-19,Forward,Force at Zero Velocity / BM [N/kg] ,22.61,Pre,100571.84,13.13
14,2023-09-20,Forward,Force at Zero Velocity / BM [N/kg] ,21.6,Pre,123808.85,19.66
14,2023-09-26,Forward,Force at Zero Velocity / BM [N/kg] ,23.49,Pre,62430.89,11.08
14,2023-09-27,Forward,Force at Zero Velocity / BM [N/kg] ,20.2,Pre,47710.88,11.17
14,2023-10-03,Forward,Force at Zero Velocity / BM [N/kg] ,22.93,Pre,64007.05,10.69
14,2023-10-04,Forward,Force at Zero Velocity / BM [N/kg] ,18.27,Pre,37031.31,11.18
1,2023-09-19,Forward,Concentric Impulse (Abs) / BM [N s] ,4.962,Pre,112136.34,13.64
2,2023-09-19,Guard,Concentric Impulse (Abs) / BM [N s] ,5.48,Pre,46356.17,9.99
2,2023-09-26,Guard,Concentric Impulse (Abs) / BM [N s] ,5.637,Pre,31049.4,8.88
2,2023-09-27,Guard,Concentric Impulse (Abs) / BM [N s] ,5.614,Pre,54405.41,9.35
2,2023-10-03,Guard,Concentric Impulse (Abs) / BM [N s] ,5.696,Pre,73150.02,10.6
2,2023-10-04,Guard,Concentric Impulse (Abs) / BM [N s] ,5.566,Pre,45080.46,10.16
2,2023-10-10,Guard,Concentric Impulse (Abs) / BM [N s] ,5.573,Pre,67694.93,9.55
2,2023-10-11,Guard,Concentric Impulse (Abs) / BM [N s] ,5.445,Pre,60081.43,9.79
2,2023-10-17,Guard,Concentric Impulse (Abs) / BM [N s] ,5.385,Pre,50983.77,8.24
2,2023-10-24,Guard,Concentric Impulse (Abs) / BM [N s] ,5.545,Pre,38928.57,9.07
2,2023-10-25,Guard,Concentric Impulse (Abs) / BM [N s] ,5.501,Pre,74977.08,9.86
3,2023-09-19,Guard,Concentric Impulse (Abs) / BM [N s] ,4.987,Pre,87054.47,10.68
3,2023-09-20,Guard,Concentric Impulse (Abs) / BM [N s] ,4.904,Pre,107436.27,13.42
3,2023-10-03,Guard,Concentric Impulse (Abs) / BM [N s] ,5.018,Pre,73721.01,11.74
3,2023-10-04,Guard,Concentric Impulse (Abs) / BM [N s] ,4.984,Pre,27914.51,11.15
3,2023-10-11,Guard,Concentric Impulse (Abs) / BM [N s] ,5.05,Pre,85774.68,13.3
3,2023-10-24,Guard,Concentric Impulse (Abs) / BM [N s] ,5.187,Pre,76998.36,11.23
3,2023-10-25,Guard,Concentric Impulse (Abs) / BM [N s] ,4.929,Pre,107156.66,11.02
4,2023-09-19,Guard,Concentric Impulse (Abs) / BM [N s] ,5.211,Pre,93208.1,10.99
4,2023-09-20,Guard,Concentric Impulse (Abs) / BM [N s] ,5.133,Pre,85338.12,11.64
4,2023-09-26,Guard,Concentric Impulse (Abs) / BM [N s] ,5.161,Pre,54838.23,8.91
4,2023-09-27,Guard,Concentric Impulse (Abs) / BM [N s] ,5.136,Pre,78690.65,11.59
4,2023-10-03,Guard,Concentric Impulse (Abs) / BM [N s] ,5.273,Pre,71888.98,10.52
4,2023-10-04,Guard,Concentric Impulse (Abs) / BM [N s] ,5.159,Pre,38846.48,9.82
4,2023-10-10,Guard,Concentric Impulse (Abs) / BM [N s] ,5.055,Pre,79502.21,9.81
4,2023-10-11,Guard,Concentric Impulse (Abs) / BM [N s] ,5.174,Pre,68366.25,10.86
4,2023-10-17,Guard,Concentric Impulse (Abs) / BM [N s] ,5.126,Pre,101742.39,11.25
4,2023-10-24,Guard,Concentric Impulse (Abs) / BM [N s] ,5.123,Pre,68779.05,10.52
4,2023-10-25,Guard,Concentric Impulse (Abs) / BM [N s] ,5.207,Pre,70079.67,11.18
5,2023-09-19,Guard,Concentric Impulse (Abs) / BM [N s] ,5.195,Pre,86994.32,11.06
5,2023-09-20,Guard,Concentric Impulse (Abs) / BM [N s] ,5.593,Pre,91442.2,11.42
5,2023-09-26,Guard,Concentric Impulse (Abs) / BM [N s] ,5.467,Pre,76557.51,10.92
5,2023-09-27,Guard,Concentric Impulse (Abs) / BM [N s] ,5.423,Pre,50722.47,9.81
5,2023-10-04,Guard,Concentric Impulse (Abs) / BM [N s] ,5.38,Pre,30279.87,9.78
5,2023-10-10,Guard,Concentric Impulse (Abs) / BM [N s] ,5.708,Pre,92843.53,10.81
5,2023-10-24,Guard,Concentric Impulse (Abs) / BM [N s] ,5.679,Pre,88391.27,10.24
5,2023-10-25,Guard,Concentric Impulse (Abs) / BM [N s] ,5.638,Pre,99217.84,9.5
6,2023-09-19,Guard,Concentric Impulse (Abs) / BM [N s] ,5.679,Pre,91082.64,11.51
6,2023-09-20,Guard,Concentric Impulse (Abs) / BM [N s] ,5.679,Pre,120083.71,13.67
6,2023-09-26,Guard,Concentric Impulse (Abs) / BM [N s] ,5.767,Pre,71023.84,11.45
