PlayerID,Date,Position,Metric,Value,Time
1,2023-09-19,Forward,RSI-modified (Imp-Mom) [m/s] ,0.49,Pre
2,2023-09-19,Guard,RSI-modified (Imp-Mom) [m/s] ,0.62,Pre
2,2023-09-26,Guard,RSI-modified (Imp-Mom) [m/s] ,0.55,Pre
2,2023-09-27,Guard,RSI-modified (Imp-Mom) [m/s] ,0.55,Pre
2,2023-10-03,Guard,RSI-modified (Imp-Mom) [m/s] ,0.56,Pre
2,2023-10-04,Guard,RSI-modified (Imp-Mom) [m/s] ,0.62,Pre
2,2023-10-10,Guard,RSI-modified (Imp-Mom) [m/s] ,0.62,Pre
2,2023-10-11,Guard,RSI-modified (Imp-Mom) [m/s] ,0.57,Pre
2,2023-10-17,Guard,RSI-modified (Imp-Mom) [m/s] ,0.6,Pre
2,2023-10-24,Guard,RSI-modified (Imp-Mom) [m/s] ,0.64,Pre
2,2023-10-25,Guard,RSI-modified (Imp-Mom) [m/s] ,0.56,Pre
3,2023-09-19,Guard,RSI-modified (Imp-Mom) [m/s] ,0.6,Pre
3,2023-09-20,Guard,RSI-modified (Imp-Mom) [m/s] ,0.56,Pre
3,2023-10-03,Guard,RSI-modified (Imp-Mom) [m/s] ,0.54,Pre
3,2023-10-04,Guard,RSI-modified (Imp-Mom) [m/s] ,0.58,Pre
3,2023-10-11,Guard,RSI-modified (Imp-Mom) [m/s] ,0.62,Pre
3,2023-10-24,Guard,RSI-modified (Imp-Mom) [m/s] ,0.62,Pre
3,2023-10-25,Guard,RSI-modified (Imp-Mom) [m/s] ,0.63,Pre
4,2023-09-19,Guard,RSI-modified (Imp-Mom) [m/s] ,0.71,Pre
4,2023-09-20,Guard,RSI-modified (Imp-Mom) [m/s] ,0.71,Pre
4,2023-09-26,Guard,RSI-modified (Imp-Mom) [m/s] ,0.55,Pre
4,2023-09-27,Guard,RSI-modified (Imp-Mom) [m/s] ,0.58,Pre
4,2023-10-03,Guard,RSI-modified (Imp-Mom) [m/s] ,0.65,Pre
4,2023-10-04,Guard,RSI-modified (Imp-Mom) [m/s] ,0.7,Pre
4,2023-10-10,Guard,RSI-modified (Imp-Mom) [m/s] ,0.72,Pre
4,2023-10-11,Guard,RSI-modified (Imp-Mom) [m/s] ,0.69,Pre
4,2023-10-17,Guard,RSI-modified (Imp-Mom) [m/s] ,0.66,Pre
4,2023-10-24,Guard,RSI-modified (Imp-Mom) [m/s] ,0.68,Pre
4,2023-10-25,Guard,RSI-modified (Imp-Mom) [m/s] ,0.71,Pre
5,2023-09-19,Guard,RSI-modified (Imp-Mom) [m/s] ,0.52,Pre
5,2023-09-20,Guard,RSI-modified (Imp-Mom) [m/s] ,0.5,Pre
5,2023-09-26,Guard,RSI-modified (Imp-Mom) [m/s] ,0.54,Pre
5,2023-09-27,Guard,RSI-modified (Imp-Mom) [m/s] ,0.5,Pre
5,2023-10-04,Guard,RSI-modified (Imp-Mom) [m/s] ,0.51,Pre
5,2023-10-10,Guard,RSI-modified (Imp-Mom) [m/s] ,0.44,Pre
5,2023-10-24,Guard,RSI-modified (Imp-Mom) [m/s] ,0.52,Pre
5,2023-10-25,Guard,RSI-modified (Imp-Mom) [m/s] ,0.52,Pre
6,2023-09-19,Guard,RSI-modified (Imp-Mom) [m/s] ,0.52,Pre
6,2023-09-20,Guard,RSI-modified (Imp-Mom) [m/s] ,0.57,Pre
6,2023-09-26,Guard,RSI-modified (Imp-Mom) [m/s] ,0.51,Pre
6,2023-09-27,Guard,RSI-modified (Imp-Mom) [m/s] ,0.49,Pre
6,2023-10-03,Guard,RSI-modified (Imp-Mom) [m/s] ,0.5,Pre
6,2023-10-04,Guard,RSI-modified (Imp-Mom) [m/s] ,0.54,Pre
6,2023-10-10,Guard,RSI-modified (Imp-Mom) [m/s] ,0.44,Pre
6,2023-10-11,Guard,RSI-modified (Imp-Mom) [m/s] ,0.43,Pre
6,2023-10-25,Guard,RSI-modified (Imp-Mom) [m/s] ,0.52,Pre
7,2023-09-19,Guard,RSI-modified (Imp-Mom) [m/s] ,0.59,Pre
7,2023-09-27,Guard,RSI-modified (Imp-Mom) [m/s] ,0.6,Pre
7,2023-10-04,Guard,RSI-modified (Imp-Mom) [m/s] ,0.51,Pre
7,2023-10-11,Guard,RSI-modified (Imp-Mom) [m/s] ,0.6,Pre
7,2023-10-18,Guard,RSI-modified (Imp-Mom) [m/s] ,0.51,Pre
7,2023-10-24,Guard,RSI-modified (Imp-Mom) [m/s] ,0.64,Pre
8,2023-09-19,Guard,RSI-modified (Imp-Mom) [m/s] ,0.53,Pre
8,2023-09-20,Guard,RSI-modified (Imp-Mom) [m/s] ,0.39,Pre
9,2023-09-19,Forward,RSI-modified (Imp-Mom) [m/s] ,0.48,Pre
9,2023-09-27,Forward,RSI-modified (Imp-Mom) [m/s] ,0.48,Pre
9,2023-10-03,Forward,RSI-modified (Imp-Mom) [m/s] ,0.52,Pre
